areacd,category,value
E01019690,Gross value added,12.449
E01019691,Gross value added,20.994
E01019692,Gross value added,14.796
E01019693,Gross value added,25.368
E01019694,Gross value added,6.014
E01019695,Gross value added,12.455
E01019696,Gross value added,90.295
E01019697,Gross value added,8.223
E01019698,Gross value added,11.234
E01019699,Gross value added,8.799
E01019700,Gross value added,7.516
E01019701,Gross value added,9.789
E01019702,Gross value added,5.821
E01019703,Gross value added,35.174
E01019704,Gross value added,10.901
E01019705,Gross value added,18.344
E01019706,Gross value added,6.475
E01019707,Gross value added,4.649
E01019708,Gross value added,20.167
E01019709,Gross value added,16.387
E01019710,Gross value added,5.031
E01019711,Gross value added,33.218
E01019712,Gross value added,15.489
E01019713,Gross value added,17.474
E01019714,Gross value added,85.951
E01019715,Gross value added,16.635
E01019716,Gross value added,14.708
E01019717,Gross value added,59.614
E01019718,Gross value added,48.946
E01019719,Gross value added,57.061
E01019720,Gross value added,13.509
E01019721,Gross value added,13.2
E01019722,Gross value added,38.442
E01019723,Gross value added,26.475
E01019724,Gross value added,12.182
E01019725,Gross value added,70.507
E01019726,Gross value added,9.71
E01019727,Gross value added,20.368
E01019728,Gross value added,1.483
E01019729,Gross value added,1.483
E01019730,Gross value added,41.431
E01019731,Gross value added,28.512
E01019732,Gross value added,51.955
E01019733,Gross value added,7.58
E01019734,Gross value added,10.087
E01019735,Gross value added,18.536
E01019736,Gross value added,43.901
E01019737,Gross value added,63.533
E01019738,Gross value added,57.082
E01019739,Gross value added,60.233
E01019740,Gross value added,4.171
E01019741,Gross value added,8.563
E01019742,Gross value added,94.602
E01019743,Gross value added,8.741
E01019744,Gross value added,6.39
E01019745,Gross value added,7.52
E01019746,Gross value added,11.718
E01019747,Gross value added,7.84
E01019748,Gross value added,63.034
E01019749,Gross value added,5.05
E01019750,Gross value added,28.765
E01019751,Gross value added,6.748
E01019752,Gross value added,5.945
E01019753,Gross value added,12.003
E01019754,Gross value added,19.455
E01019755,Gross value added,29.559
E01019756,Gross value added,6.529
E01019757,Gross value added,16.559
E01019758,Gross value added,13.364
E01019759,Gross value added,25.492
E01019760,Gross value added,7.829
E01019761,Gross value added,2.961
E01019762,Gross value added,20.932
E01019763,Gross value added,23.188
E01019764,Gross value added,11.853
E01019765,Gross value added,37.834
E01019766,Gross value added,14.561
E01019767,Gross value added,27.252
E01019768,Gross value added,7.539
E01019769,Gross value added,26.066
E01019770,Gross value added,21.656
E01019771,Gross value added,65.602
E01019772,Gross value added,12.468
E01019773,Gross value added,63.216
E01019774,Gross value added,9.911
E01019775,Gross value added,40.043
E01019776,Gross value added,9.069
E01019777,Gross value added,76.25
E01019778,Gross value added,6.883
E01019779,Gross value added,10.793
E01019780,Gross value added,9.139
E01019781,Gross value added,7.944
E01019782,Gross value added,118.498
E01019783,Gross value added,6.198
E01019784,Gross value added,6.798
E01019785,Gross value added,6.371
E01019786,Gross value added,36.944
E01019787,Gross value added,13.102
E01019788,Gross value added,7.736
E01019790,Gross value added,11.338
E01019791,Gross value added,47.447
E01019792,Gross value added,15.288
E01019793,Gross value added,44.169
E01019794,Gross value added,8.505
E01019795,Gross value added,62.509
E01019796,Gross value added,3.072
E01019797,Gross value added,4.186
E01019798,Gross value added,31.668
E01019799,Gross value added,128.973
E01019800,Gross value added,131.317
E01019801,Gross value added,4.93
E01019802,Gross value added,46.536
E01019803,Gross value added,18.871
E01019804,Gross value added,3.936
E01019805,Gross value added,26.632
E01019806,Gross value added,11.348
E01019807,Gross value added,4.33
E01019808,Gross value added,7.972
E01019809,Gross value added,3.799
E01019810,Gross value added,5.814
E01019811,Gross value added,3.896
E01019812,Gross value added,20.199
E01019813,Gross value added,24.212
E01019814,Gross value added,17.576
E01019815,Gross value added,29.051
E01019816,Gross value added,21.671
E01019817,Gross value added,3.74
E01019818,Gross value added,8.7
E01019819,Gross value added,19.233
E01019820,Gross value added,19.659
E01019821,Gross value added,21.362
E01019822,Gross value added,16.186
